Temperature,Humidity%,Rainfall
15,55.6,Moderate
15,53.5,Moderate
12,49.3,Moderate
20,46.5,Moderate
17,45.2,Moderate
15,41.1,No Rain
16,42.9,Low
25,45.7,High
28,59.8,Moderate
20,51.7,Low
32,50.4,Low
24,55.1,Low
17,53.4,Moderate
33,60,Moderate
25,77.4,Low
34,75.9,No Rain
33,76.2,No Rain
26,93.9,Low
20,74.2,Low
30,62.4,No Rain
32,69.9,No Rain
34,75.2,No Rain
24,75.8,No Rain
27,68.8,No Rain
32,67.5,Moderate
29,77.5,No Rain
30,77.2,No Rain
29,79,No Rain
14,69.1,Moderate
14,65.1,No Rain
25,62.8,Low
27,59.3,No Rain
12,76.1,Low
18,72.9,No Rain
14,66.1,No Rain
14,62.2,No Rain
14,67.9,Moderate
33,74.9,High
19,66.2,No Rain
15,70.4,Low
17,68.3,Low
24,73,Low
19,89.4,Low
30,69.9,Low
13,67.5,No Rain
25,67.5,Moderate
19,60.3,Moderate
16,60.3,No Rain
17,56.2,Low
33,61.2,No Rain
28,72.7,No Rain
12,72.7,Moderate
30,79.8,No Rain
28,80.2,Low
31,76.6,Low
32,70.8,Moderate
32,78.8,Low
17,78.9,No Rain
34,71.3,No Rain
28,56.9,No Rain
12,58,No Rain
31,57.3,No Rain
18,61.9,No Rain
19,56.4,No Rain
23,56.7,No Rain
16,58.1,Moderate
24,56.5,Low
31,56.2,No Rain
24,57.2,No Rain
25,58,Low
19,58.2,No Rain
13,58.4,Moderate
20,56.4,Moderate
17,51.5,Moderate
17,49.5,Moderate
12,48.4,Moderate
20,45,No Rain
12,48.5,Low
32,47,High
32,57.5,Moderate
13,54.3,Low
17,54.7,Low
27,57.2,Low
20,52.6,Moderate
27,57.3,Moderate
30,85.6,Low
31,57.2,No Rain
33,57.3,No Rain
26,95.9,No Rain
17,67.1,Low
32,59.4,No Rain
23,58.2,Low
34,90.3,No Rain
33,65.3,No Rain
29,61.4,No Rain
26,60,Moderate
26,77.5,No Rain
24,58.5,No Rain
30,75.9,Low
14,66.8,Moderate
15,62.9,Low
21,61.2,Low
33,58.9,Low
15,76.1,No Rain
28,58.9,No Rain
12,60.7,No Rain
14,60.3,No Rain
18,59.5,Moderate
26,58.8,High
19,77.3,No Rain
16,70.4,Low
31,72.4,Low
32,77.9,No Rain
26,91,Low
32,75,No Rain
26,73.1,No Rain
19,70.9,Moderate
15,62.3,Moderate
17,63.1,Low
17,60.7,Low
30,65.8,No Rain
23,84,No Rain
13,77.1,Moderate
28,86.1,No Rain
32,86,Low
12,84.3,Low
34,71.1,Moderate
14,84.3,Low
14,84.3,Low
32,78.8,No Rain
30,74.6,Low
26,71.3,Low
26,72.8,No Rain
19,65.8,No Rain
16,56.7,No Rain
23,59.9,No Rain
19,62.9,Low
30,54.6,Low
28,57.9,No Rain
27,58,No Rain
29,56.5,Low
28,56.5,Low
15,58.2,Moderate
33,54.1,Moderate
29,50.9,Moderate
15,48.9,Moderate
19,44.4,Moderate
16,42.9,No Rain
15,46.4,Low
34,48.2,High
26,64.7,Moderate
12,51,Low
17,55.6,Low
33,50.6,Low
25,47.3,Moderate
30,55.5,Moderate
31,82.4,Low
24,78.8,No Rain
33,89.6,No Rain
32,89.3,No Rain
19,75.4,Low
23,66.6,No Rain
25,73.7,No Rain
30,82.8,No Rain
26,83.1,No Rain
23,74.9,No Rain
24,72.8,Moderate
29,93.6,No Rain
25,90.5,Low
28,77.2,Moderate
12,65.3,Moderate
15,58.7,Low
14,63.3,Low
28,67.4,Low
15,80.1,Low
12,70.6,No Rain
20,63.1,No Rain
16,58.6,Low
13,67.2,Moderate
32,83.6,Moderate
19,65.3,Moderate
29,78.2,Low
32,71.2,Low
33,73.7,No Rain
25,90.8,Low
32,74.1,Low
25,65.9,No Rain
23,63.7,Low
21,52.7,Low
16,60.4,No Rain
27,51.8,Low
25,57.7,No Rain
33,74.5,No Rain
28,71.5,Low
30,84.4,Low
29,87.4,Low
15,78.4,Low
26,70.4,Moderate
34,81,Low
16,78.6,Low
28,71.3,Low
29,76.1,Low
21,77.1,Low
27,76.6,No Rain
12,68.8,No Rain
12,62.5,No Rain
23,58,No Rain
31,75.4,Moderate
24,65.7,Low
28,65.1,No Rain
32,66,No Rain
23,64.9,No Rain
34,57.4,No Rain
29,65.3,Moderate
29,55.3,Moderate
33,55,Moderate
19,48.1,Moderate
19,44.1,Moderate
17,49.6,No Rain
16,43.5,Low
32,57.9,High
25,72.5,Moderate
14,64.7,Low
18,66.5,Low
17,63.5,Low
14,61.9,High
26,63,Moderate
26,97.1,Low
31,91,No Rain
23,91.6,No Rain
34,96.4,Low
17,79.9,Low
29,74.5,No Rain
29,78.1,Low
32,96.9,No Rain
34,87.4,No Rain
26,79.6,No Rain
26,72.3,Low
30,93.9,No Rain
28,86.2,Low
29,90.5,No Rain
18,74.4,Moderate
14,71.6,Low
29,64.8,Low
32,80.7,Low
17,87.8,Low
28,77.5,No Rain
20,70.6,No Rain
14,73.6,No Rain
13,84.4,Moderate
26,85.4,Low
15,75.7,Low
31,77.5,Low
18,81.1,Low
25,84.6,Low
24,92.4,Low
33,84.4,Low
25,73.2,No Rain
32,77.5,Low
15,65.3,Low
16,71.4,No Rain
15,64,Low
25,71.4,No Rain
27,84.9,Low
29,82.1,Moderate
29,88.4,Low
24,90.6,Low
26,91,Low
26,78.8,Moderate
24,85.4,Low
13,84.3,Low
30,81,No Rain
27,83.9,Low
18,81.1,Low
27,84.3,No Rain
18,70,No Rain
26,62.2,No Rain
32,58.7,Low
24,72.3,Low
31,62.3,Low
29,64.2,No Rain
26,70.9,No Rain
24,71,No Rain
23,70,No Rain
14,69.5,Moderate
34,73.5,Moderate
32,63.3,Moderate
20,56.5,Moderate
12,49.3,Moderate
18,51.5,No Rain
25,50.1,Low
30,62.5,High
30,69.2,Moderate
17,63.5,Low
17,58.7,Low
19,62.5,Moderate
17,56.7,High
32,64.9,Moderate
28,95.3,Low
34,89.9,No Rain
34,95.8,No Rain
30,97.1,No Rain
21,86.6,Low
26,77,No Rain
26,79.3,Low
30,96.9,No Rain
30,88.5,No Rain
25,77.9,No Rain
25,71.1,Moderate
27,93,No Rain
28,97.1,Low
25,91.1,No Rain
16,77.1,Moderate
16,72.1,Low
17,71.2,Low
26,77.2,No Rain
12,84.7,Low
31,83.8,No Rain
15,77.5,No Rain
17,71.1,Low
12,80.5,Moderate
33,85.4,Low
20,77.5,Low
25,78.3,No Rain
12,84.3,Low
30,84.5,Low
27,97.1,Low
30,86.2,Low
17,77.5,No Rain
30,78.7,Low
21,67,Low
16,66.1,Low
27,60.7,Moderate
28,72.1,No Rain
27,84.3,No Rain
29,78.9,Low
19,86.7,No Rain
26,91.7,Low
23,90.9,Low
23,84.4,Moderate
33,84.9,Low
16,85,Moderate
28,84.4,Low
28,72.8,Low
33,78.6,No Rain
33,77.4,No Rain
17,64.1,No Rain
21,55.8,No Rain
34,65.9,Low
14,61.4,Low
29,51.9,No Rain
28,56.6,No Rain
26,66.5,No Rain
23,59.8,Low
34,63.2,No Rain
32,67.3,Low
33,68.5,Moderate
21,62.8,Moderate
19,53.7,Moderate
17,52.2,Moderate
20,49.6,Low
26,52.6,Low
31,64.4,High
21,66.7,Moderate
17,59.4,Low
14,52,Low
34,51.1,Moderate
19,62.6,High
24,58.6,High
31,75.6,Low
27,71,No Rain
32,87.5,No Rain
33,89.4,No Rain
27,75.7,No Rain
24,66.9,No Rain
32,76.3,No Rain
25,86.2,No Rain
28,76.5,Low
27,72.3,Moderate
31,74.3,Moderate
29,88.3,Low
27,87.1,Low
24,69.3,Low
12,68.2,Low
13,68.5,Moderate
18,70,Low
18,71.4,Low
18,80.2,Low
12,73.7,No Rain
12,74,No Rain
32,66.5,No Rain
24,75,Low
24,71.9,Low
26,69.1,High
23,82.6,Low
25,78.6,Low
27,81.3,Low
25,91.7,Low
31,86.6,Low
30,74.2,Low
30,73.9,Low
17,65,Moderate
14,72.7,Low
20,65.8,Low
32,71,No Rain
33,77.1,No Rain
32,81.4,Low
23,87,No Rain
30,85.1,Low
33,82.6,Low
34,79.3,Moderate
25,85,Low
25,81.3,Moderate
26,79.3,No Rain
25,59.9,Low
26,69.5,No Rain
26,69.7,No Rain
14,60,No Rain
14,45.4,No Rain
25,54.6,Low
15,55.9,No Rain
26,44.9,No Rain
24,47.5,No Rain
28,61.1,Low
28,53.7,No Rain
31,53.4,Moderate
19,53.3,Moderate
30,57.6,High
14,52.1,Moderate
12,43.3,Moderate
13,43.2,Low
15,40.1,Low
31,57,High
27,54.5,Moderate
15,57.9,Low
20,48.1,No Rain
18,36.1,Moderate
23,40.3,High
19,49.9,Moderate
34,48.1,Low
30,83.4,No Rain
24,83,Low
31,86,No Rain
23,88.8,Low
26,63.5,Low
25,58,No Rain
28,65.4,Moderate
29,79,Low
29,71,Low
20,66.9,Low
34,66.2,Moderate
29,80.6,No Rain
33,88.6,Low
27,63.4,Low
15,56.2,High
27,60.3,No Rain
19,56.1,No Rain
26,62.7,Low
33,70.6,No Rain
15,58.7,No Rain
34,63.4,No Rain
26,69.4,Moderate
25,58.9,Low
23,73.1,Moderate
33,54.8,Low
16,68.6,Low
25,66.7,Low
27,68,Low
28,91.1,Low
14,84.6,No Rain
12,74.3,Low
28,62.3,Moderate
15,63.4,Low
13,54.3,Moderate
16,70.3,No Rain
32,75.5,No Rain
26,78,Low
33,85.9,No Rain
24,86.8,Low
26,88.8,Low
32,84.4,Moderate
23,81,Low
27,90.8,Moderate
21,81.9,No Rain
28,78.3,Low
27,73.4,No Rain
34,81,No Rain
27,80.9,Low
13,66.1,No Rain
20,54.3,No Rain
25,60.2,Low
18,76.7,No Rain
25,55.4,Low
24,61.5,No Rain
24,68.4,Low
27,65.8,Low
33,71.6,Moderate
19,63.8,Moderate
31,67.1,High
14,60.5,Moderate
17,54.9,Moderate
30,52.6,Low
14,46.9,Low
18,56.8,High
23,62.4,Moderate
18,60.5,Low
27,51.2,No Rain
17,46,Moderate
23,48.7,High
29,62.8,Moderate
33,56.3,Low
33,89.7,Low
30,89.6,No Rain
24,88.9,No Rain
26,88.3,No Rain
30,74.5,No Rain
26,67.5,Low
31,73.4,No Rain
25,88.6,No Rain
23,78.5,Low
17,72.8,Low
24,74.2,Moderate
31,89.5,Low
34,89.5,Low
25,77.2,Low
27,67.6,Moderate
19,66,Low
21,68.4,Low
14,74.6,Moderate
21,78.5,No Rain
26,70.9,No Rain
16,74.1,No Rain
19,69,Low
26,69.5,Moderate
27,61.7,Moderate
32,66,Low
33,75.9,Moderate
25,74.5,Low
30,76.4,Low
24,89.9,Low
31,82.8,Low
32,70.8,Low
32,75.6,Low
20,69.3,Low
21,69.2,Moderate
14,67.6,Low
26,67,Low
33,71.9,Low
27,82.1,No Rain
28,85.5,Low
33,89.5,Moderate
26,83.7,No Rain
23,77.8,Low
30,90.2,Moderate
28,82.5,Low
30,75.8,Low
31,63.1,Low
28,81.1,No Rain
33,82.1,No Rain
25,71.8,No Rain
23,55.4,No Rain
30,64.2,No Rain
20,58,Low
23,49.1,No Rain
26,55.4,No Rain
15,68.4,Low
30,63.5,No Rain
26,72.7,Low
31,67.8,High
29,70.9,High
31,64,Moderate
12,50.8,Moderate
16,48.6,Low
17,47.8,Low
20,57.3,Moderate
20,62.1,Moderate
27,65.4,No Rain
16,53.5,Low
13,47.5,Moderate
26,55.6,High
17,61,Moderate
27,56.8,Low
31,85.6,Low
27,91.1,No Rain
29,90.5,No Rain
34,90.4,No Rain
29,92.8,Low
28,74.4,Low
28,97.2,Low
34,94.6,Low
15,89.8,Low
32,94.9,Low
29,92.8,No Rain
26,92.5,Low
31,89.9,Low
25,69,Low
29,94,Moderate
20,90,No Rain
20,88.5,Low
18,97.3,Low
26,70.2,No Rain
34,85,No Rain
34,93.5,Low
29,96.6,Moderate
25,93,Low
27,96.2,High
17,60.9,Low
29,90.8,Low
23,94.9,Low
30,90.9,Low
26,87.4,Moderate
19,99.3,Low
33,94.9,Low
34,95.3,Moderate
12,48.9,Low
14,64.6,Moderate
24,69.1,No Rain
34,94,Low
23,69,Low
34,72.2,No Rain
26,67.3,Low
29,85.7,Moderate
30,95.8,No Rain
31,99,Low
31,81.1,Moderate
25,74.4,Low
30,97.7,No Rain
30,61.5,No Rain
25,69.8,No Rain
27,75.5,No Rain
20,58.2,No Rain
26,50.6,No Rain
27,62.4,No Rain
15,62.1,Low
30,52.5,Low
24,49.3,Low
16,59.7,Low
29,66.3,No Rain
23,70.9,Low
34,70.7,Moderate
17,55.4,High
16,62.9,Moderate
12,58,Moderate
21,52.7,Low
17,51.4,Low
19,64.6,Moderate
14,57.6,Moderate
34,56.5,Low
31,63.6,No Rain
31,45,Moderate
30,43,High
19,49.9,Moderate
27,51.2,Low
26,85.6,Low
23,89.5,No Rain
23,91.2,No Rain
23,91.8,Low
30,65.4,Low
26,78.5,Moderate
23,91.7,Moderate
23,94.6,Low
27,65,Low
15,90.4,Low
34,62.9,No Rain
28,94.1,Low
23,83.7,Low
25,69,No Rain
30,60.2,Moderate
18,59.4,No Rain
12,57.7,No Rain
29,64.7,Low
33,70.2,No Rain
28,62,Low
24,66.4,Low
32,71.1,Moderate
29,61.3,Moderate
23,64.4,Moderate
15,52.2,Low
33,66.6,Low
31,63.6,Moderate
20,64.9,Low
25,87.4,Low
18,71.9,Low
21,84.9,Low
26,60.5,Moderate
15,49.9,Low
32,53.9,Moderate
29,56.7,No Rain
29,72.6,No Rain
34,69,Low
34,72.2,Low
23,67.3,No Rain
30,85.7,Low
26,72.6,Moderate
34,99,Moderate
24,81.1,Moderate
28,74.4,No Rain
29,65.4,Low
27,66.2,No Rain
25,84.3,No Rain
34,82.4,No Rain
16,70.9,No Rain
20,63.2,Low
25,65.3,No Rain
30,63.8,No Rain
12,52.2,Low
28,56.2,Low
24,72.3,No Rain
23,69.5,Low
24,77.5,Low
14,68.8,High
30,67.8,Moderate
17,67.5,Moderate
16,63.5,Moderate
21,51.4,Low
12,50.4,Low
31,65.7,Moderate
18,62.1,Moderate
17,63.7,Low
31,53.5,Low
27,46.5,Moderate
21,58,Moderate
26,61,Moderate
27,65.8,Moderate
29,92.6,No Rain
31,91.1,No Rain
24,90.5,No Rain
33,90.4,No Rain
32,79.7,No Rain
25,70.9,Low
33,84.3,Low
32,94.3,Low
28,80.4,Low
26,77.2,Moderate
32,77.5,Low
26,92.4,No Rain
24,89.9,Low
33,82.6,Low
13,77.1,Moderate
14,74.6,No Rain
17,72.1,Low
20,79.6,Low
19,84.1,No Rain
28,77.3,No Rain
25,78.5,No Rain
34,82.8,Moderate
26,76,Moderate
34,80.3,Moderate
33,61,Low
18,80.6,Moderate
34,78.9,Low
28,78.7,Low
28,92.4,Low
15,84.3,No Rain
26,72.7,Low
30,77.3,Moderate
19,63.2,No Rain
12,65.3,No Rain
17,71.5,No Rain
30,78,No Rain
34,84.9,Low
28,85.4,No Rain
32,84.4,Low
29,91.7,Low
32,87,Low
32,88.9,Low
34,95.5,Moderate
13,85.6,Low
32,80.8,Low
25,66.6,No Rain
17,76.1,No Rain
15,77.3,No Rain
21,63.1,No Rain
17,61.3,Low
30,63.3,Low
13,55.5,No Rain
33,48.2,No Rain
33,48.7,No Rain
33,62.3,No Rain
26,50.2,No Rain
32,57.8,Low
32,55.3,Low
28,54.7,Moderate
15,48,Moderate
21,49.6,Low
20,56.9,Low
12,49.1,Low
34,55.5,Moderate
27,63.2,Moderate
17,77.1,No Rain
19,56,No Rain
18,55.6,Moderate
16,55.8,High
20,51.7,Moderate
30,58.2,Low
28,94.7,No Rain
30,94.2,No Rain
32,92.4,No Rain
33,93.5,Low
29,77.3,Low
33,71.1,No Rain
29,78.6,No Rain
29,93.4,Low
13,80.6,Moderate
14,75.8,No Rain
23,75.9,Low
28,89.8,Moderate
30,92,Moderate
25,69.3,Low
32,70.9,Low
20,66.7,Low
15,70.9,Low
21,75.1,No Rain
23,77.2,No Rain
29,71,Low
18,77.5,Low
18,70.4,Moderate
33,77.5,Moderate
26,73.1,Low
17,63.9,Low
28,71.8,Moderate
34,77.5,Low
23,77.5,Low
29,92.1,Low
33,88,Low
33,64.5,Moderate
24,72.5,Low
15,56.6,Low
13,64,Low
28,63.9,No Rain
34,65.9,Low
29,84.3,No Rain
30,77.7,No Rain
29,81.5,Low
33,80.4,Low
29,81.1,No Rain
25,77.5,Moderate
34,84.3,No Rain
25,80.5,No Rain
33,71.1,Low
30,72.3,No Rain
32,73.6,No Rain
27,75.9,No Rain
31,62,No Rain
16,59.6,No Rain
32,67.3,No Rain
13,57.2,No Rain
14,48.3,No Rain
27,48.9,No Rain
30,57.6,No Rain
12,57.3,Low
25,59.6,Low
19,65.2,High
12,70.2,Moderate
31,60.8,Low
14,56.2,Low
15,55.5,Low
21,49.3,Moderate
21,54.2,Moderate
15,64.1,No Rain
13,73.5,No Rain
16,61.5,Moderate
16,57.9,High
18,54.4,Moderate
13,59.5,Low
28,61.2,No Rain
26,96.9,No Rain
25,84,No Rain
30,89,No Rain
30,89.8,No Rain
24,77.6,Low
26,66.9,No Rain
30,76.4,No Rain
28,92.7,Low
15,81.1,Moderate
20,72.3,No Rain
24,74.3,Moderate
32,90.3,Low
25,93.5,Moderate
26,76.8,Low
21,69.5,Low
12,68.3,Low
21,70.4,Moderate
12,75.1,No Rain
18,83.6,No Rain
26,72.6,No Rain
17,77.1,Low
19,71.8,Moderate
28,83.1,Moderate
25,72.5,Low
14,67.3,Low
27,84.8,Moderate
24,85.9,Low
23,86.2,Low
31,94.7,No Rain
25,88.4,Moderate
28,70.9,Low
27,73.9,Low
15,60.8,Low
19,69.1,No Rain
19,71.7,No Rain
32,60.9,Low
31,69,Low
29,69.7,No Rain
33,75.5,Low
27,75.6,Low
24,74,No Rain
23,67.6,Moderate
23,76.9,No Rain
14,73.1,Low
26,66.9,Low
28,64.1,Low
31,60.9,No Rain
23,67.6,No Rain
12,54.9,Low
13,43.4,Low
27,56.2,No Rain
29,46.2,Moderate
19,45.1,No Rain
26,45.5,No Rain
29,49.3,No Rain
13,41.7,Low
30,49.3,Low
15,49.6,Moderate
26,48.7,Moderate
27,49.9,Low
25,80.7,Low
20,47.4,Low
16,39.4,Moderate
30,43.7,Moderate
31,70.5,Low
12,75.7,No Rain
23,60.6,Moderate
20,52.1,High
13,56,Moderate
12,50.9,Moderate
34,52.4,No Rain
26,84,No Rain
33,82.8,No Rain
23,87.4,Low
24,94,No Rain
24,69.6,Low
32,61.5,No Rain
31,76.1,No Rain
25,92.6,Low
31,74.2,Low
13,66.9,No Rain
32,61.6,Moderate
27,93.6,Low
34,95.5,Low
29,68.8,Moderate
18,67.2,No Rain
20,62.6,No Rain
19,55.4,No Rain
23,61.3,No Rain
13,62.5,No Rain
29,65.5,No Rain
21,60.1,Moderate
17,52.7,Moderate
29,54.8,Moderate
33,65,Low
13,56.9,Low
26,64.7,Low
24,67.7,Low
32,73.8,Low
34,86.4,No Rain
20,68.4,Low
13,61.4,Low
12,57.3,Low
17,57.4,Low
20,54,Low
19,52.3,No Rain
23,60.8,Low
25,74,No Rain
28,74.7,No Rain
29,76.6,Moderate
27,77,Low
29,71.2,No Rain
23,68.1,Low
23,74.2,No Rain
18,70.4,No Rain
27,65.5,Low
29,60.2,Moderate
27,66.4,No Rain
31,66.9,No Rain
24,53.5,Low
13,45.4,Low
33,56.5,No Rain
19,47.5,Low
20,43.1,Low
34,43.8,Low
34,49.8,No Rain
15,44.1,Moderate
30,49.1,Low
17,46.8,Moderate
16,47.2,Moderate
33,51.6,Low
26,60.9,Low
17,45.1,No Rain
18,38.5,Moderate
25,45.1,Moderate
28,66.8,No Rain
20,74.5,Low
26,55.1,Low
23,52.3,High
34,57.3,Low
16,47,Low
29,51.8,No Rain
24,93.2,Moderate
25,95.6,Low
33,99.1,Low
32,96.6,Low
27,70.1,Low
16,61.9,No Rain
33,79.4,No Rain
32,94.6,Low
20,73.3,Low
29,67.8,Low
30,66,Low
25,79.4,Low
27,74.3,Low
33,70,Moderate
13,62.4,Low
26,62.1,Low
28,58.7,Low
27,62.2,No Rain
32,67.6,No Rain
31,66.6,No Rain
15,66.1,Moderate
12,61.7,Moderate
33,58.5,Moderate
33,65,No Rain
29,54.2,No Rain
31,64.4,Low
26,72.5,No Rain
23,68.2,No Rain
23,82.1,No Rain
23,69.8,No Rain
33,63.7,Low
32,66.9,Low
16,53.9,Low
13,58.5,Low
15,56,No Rain
23,60.1,Low
25,65.1,No Rain
23,72.4,No Rain
21,72.9,Moderate
21,65.6,Low
33,71.6,Low
21,67.8,No Rain
20,72.8,No Rain
14,67.4,Low
17,65.3,No Rain
25,56.8,Low
31,69.2,No Rain
31,67.3,No Rain
23,55.2,Low
12,41.1,Moderate
31,61.1,Low
14,48.2,Low
13,47.5,No Rain
28,47.3,Low
31,51.7,Low
29,49.9,Moderate
16,50.4,Low
18,49.8,Moderate
24,51.3,Moderate
21,52.1,Low
27,43.4,No Rain
15,52.2,Moderate
16,40.8,Moderate
31,46.3,Moderate
27,64.5,No Rain
27,75.8,No Rain
28,66.7,Low
14,52.5,Moderate
34,56.4,Low
24,47.8,Low
32,53.1,No Rain
28,96.9,No Rain
28,92.8,No Rain
33,99.7,Low
34,90.8,Low
21,71.6,No Rain
30,63.1,No Rain
34,79.2,Low
31,98.1,Low
15,80.5,No Rain
20,72,Low
26,70.9,Moderate
31,97.2,No Rain
25,95.1,Low
23,72.8,Moderate
12,68.2,No Rain
14,65.8,No Rain
16,65.4,No Rain
34,77.1,No Rain
29,68.9,No Rain
20,74.9,No Rain
13,72.3,Low
25,70.1,Low
26,72.8,Moderate
20,72.6,Low
24,66.3,No Rain
34,79.8,Low
19,82.3,Low
31,71.4,Low
29,92.1,No Rain
14,80.1,No Rain
19,72.3,Low
18,67.9,Low
17,54,Low
15,52.1,Low
14,63.5,No Rain
33,65.1,Low
34,81.6,Low
31,85.8,No Rain
31,83,Low
15,86.7,Low
24,77.1,Low
33,74.4,Low
25,84.9,Low
12,77.6,Low
14,73.9,No Rain
33,62.7,Low
33,73,No Rain
34,63.8,No Rain
33,58.3,Low
21,48.7,Low
30,58.2,Low
29,55.2,Low
20,49,No Rain
25,47.5,Low
33,59.2,No Rain
30,48.7,Low
23,50.1,Low
29,49.8,Moderate
29,53.2,Moderate
16,54.2,Low
34,43.3,Low
16,44.1,Low
13,47.5,Moderate
30,55.6,Moderate
34,71.4,No Rain
25,80.1,No Rain
28,66,Low
17,57.7,Moderate
33,55.4,Low
17,53.4,Low
31,50.7,No Rain
12,26.9,No Rain
33,85.3,No Rain
24,83.8,Low
32,83.7,Low
25,70.7,Low
30,63.5,No Rain
25,74.1,Low
27,83.7,Low
15,78.6,Low
19,63.5,Moderate
33,74.2,Low
24,92.9,Low
23,74.3,No Rain
34,77.9,Moderate
12,65.1,No Rain
17,66.7,Low
15,58.4,Low
23,70.7,No Rain
32,70.3,No Rain
30,79.1,No Rain
13,71.1,Low
23,67.5,Low
28,77.8,Moderate
29,75.6,Low
31,67,Low
32,70.4,Low
34,93.1,Low
20,82.6,Low
33,90.4,No Rain
15,90.8,No Rain
28,80.7,Low
27,79.3,Low
17,55.7,Low
17,63.3,Low
18,63.5,Low
27,71,Low
29,76,Low
28,80.1,No Rain
33,68.4,Low
28,65.6,Low
28,84.8,Low
31,84.9,Low
32,91.4,Low
19,85.7,Low
16,66.1,No Rain
33,62.7,Moderate
24,80.5,No Rain
30,79.7,No Rain
23,56.9,No Rain
23,48,No Rain
25,63.5,No Rain
30,55.8,No Rain
17,52.9,No Rain
33,49.4,Moderate
28,61.4,No Rain
23,55.4,Low
25,56,Low
23,55.4,Moderate
26,56.5,Low
21,55.2,No Rain
32,56.1,No Rain
18,51.5,No Rain
14,44.8,Moderate
21,52.8,Moderate
19,77.6,No Rain
17,87.2,Low
17,65.1,Moderate
21,59.6,Moderate
28,70.1,Low
19,58.9,Low
30,59,Low
25,75.6,No Rain
29,92.7,No Rain
29,94.6,Low
15,93.6,Moderate
18,83.5,No Rain
18,64,No Rain
26,82.7,No Rain
30,94.5,Moderate
18,83.7,Low
30,82.4,Low
34,85.6,Low
31,99.9,Low
24,95.4,Low
27,92.1,Moderate
27,84.9,No Rain
21,79.1,No Rain
14,64.2,Low
33,83.8,No Rain
32,81.9,No Rain
19,82.2,No Rain
15,88.9,Low
19,82.5,Low
28,86.9,Moderate
33,84,Low
30,69.1,Low
31,88.5,Low
32,90.6,No Rain
23,88.8,Low
31,99.7,No Rain
18,93.8,No Rain
16,89.1,Moderate
29,82.2,Low
20,70.9,Low
15,74.3,Low
17,64.9,No Rain
32,75,Low
32,93.6,No Rain
29,88.5,No Rain
29,97.2,Moderate
31,76,No Rain
31,89.2,Low
12,87.4,Moderate
33,99.9,No Rain
12,92.3,No Rain
19,82.9,No Rain
23,75.8,No Rain
33,95.8,No Rain
30,94.3,No Rain
33,73.9,Low
19,57.7,No Rain
25,73.9,No Rain
21,48.2,Low
18,57.8,No Rain
23,40.2,No Rain
19,48,Low
29,71.6,Moderate
31,49,Low
19,44.5,Low
16,59.8,Moderate
12,62.8,No Rain
13,41.1,Low
15,42.8,Low
14,43.1,Moderate
25,47.7,Moderate
12,65.5,No Rain
13,77.7,No Rain
29,68.8,Low
15,62.3,High
19,68.3,Moderate
33,58.7,Low
32,65.3,No Rain
30,91.9,Moderate
25,97.1,No Rain
30,86,No Rain
21,96.9,No Rain
23,67.6,Low
26,62.1,Low
34,79.4,Low
32,98.2,Low
20,79,Low
15,69.4,No Rain
32,65.1,Moderate
29,97,Low
25,99.9,Low
27,76.3,Moderate
15,68,No Rain
28,67.8,No Rain
18,63.5,Moderate
18,72.2,No Rain
14,75.3,No Rain
31,71.4,No Rain
33,67.4,Low
26,72.9,Moderate
33,76.5,Low
33,81.8,Low
12,74.2,Low
34,95.5,No Rain
27,95.4,No Rain
34,95.6,Low
32,99.3,No Rain
12,93.8,Low
20,85,Low
34,76.5,No Rain
17,64.8,No Rain
13,68.8,Low
14,68.9,No Rain
23,71.8,No Rain
32,97.2,Moderate
33,96.7,Low
24,92.5,Low
32,87.1,Low
28,78.4,Low
16,74.8,Low
12,87.2,No Rain
27,78.4,Low
20,73.5,No Rain
31,55.8,No Rain
32,69.2,Low
32,67.3,No Rain
15,53.2,No Rain
12,40.2,No Rain
32,55.2,No Rain
12,48.2,No Rain
12,41.1,No Rain
32,40.2,No Rain
30,46.2,Low
26,39.6,Low
29,43.4,Low
24,44,Low
25,45.7,Low
18,48.6,Low
27,41.1,Moderate
18,42.8,Low
14,38.5,No Rain
29,45.1,Low
19,61.3,Low
13,74.5,High
15,54.6,Low
13,49.1,Low
20,57.2,No Rain
13,46.2,No Rain
12,53.1,No Rain
27,92.1,Low
34,93.6,Low
31,87.5,Low
34,96.7,No Rain
34,70.2,Low
29,60.3,Low
33,81.6,Low
23,94.6,Low
13,82.8,Moderate
29,73,Low
32,67.9,Low
29,97,Moderate
34,99.9,No Rain
30,75.1,No Rain
18,63.8,Moderate
12,67.5,No Rain
20,63.5,No Rain
30,72.2,No Rain
24,77.5,Low
27,71.4,Moderate
18,67.4,Moderate
32,72.9,No Rain
28,74.5,Low
30,78,Low
30,67,Low
31,78.5,Low
25,86.4,No Rain
28,84.9,Low
32,98.6,Moderate
13,87.5,Low
20,71,Low
34,71.1,No Rain
12,64.8,No Rain
15,53.6,Low
13,52.1,No Rain
25,56.2,No Rain
33,79.4,Moderate
24,80.2,Low
21,84.3,Low
33,88.6,Moderate
32,77.8,No Rain
34,77.8,No Rain
30,87.2,No Rain
21,78.3,Low
33,73.6,No Rain
34,65,No Rain
30,76.5,Low
27,77.2,No Rain
15,63.6,No Rain
18,49.4,Low
28,65.3,No Rain
17,48.2,No Rain
18,53.7,No Rain
